# CUDA_PROFILE_LOG_VERSION 1.6
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff72f63c73648
# CUDA_DEVICE 0 Quadro FX 1700M
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,sm_cta_launched,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,tlb_hit,tlb_miss
11a8dab623579800,_ZN6thrust6detail6device4cuda6detail13reduce_n_smemINS_10device_ptrIfEEfNS_4plusIfEEEEvT_jPT0_T1_,392.224,579,1,8,1,384,1,1,1536,48,10,0,,2,17594,4,118234,0,4,0,65544,8,0,0,65544,89,169
11a8dab623632940,_ZN6thrust6detail6device4cuda6detail13reduce_n_smemIPffNS_4plusIfEEEEvT_jPT0_T1_,14.976,187,0.042,1,1,32,1,1,128,48,10,0,,1,48,3,121,0,1,0,1,0,4,0,1,0,0
11a8dab62368f340,memcpyDtoH,5.152,182,,,,,,,,,,0,4
11a8dab62370f0c0,_Z15multiply_kernelPff,1001.76,1175,1,8192,1,256,1,1,0,32,2,0,,2048,67584,2048,233494,0,4096,0,65536,0,262144,0,65536,96,159
11a8dab6238abc80,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6ENS_10device_ptrIfEES7_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISB_E4typeET3_,1793.86,1971,0.333,8,1,128,1,1,0,3664,27,0,,2,58214,688,398968,228833,4,4,65664,6,262660,0,65664,8,127
11a8dab623abe440,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6EPfS6_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISA_E4typeET3_,20.992,197,0.167,1,1,128,1,1,0,3664,27,0,,1,260,5,1171,2,1,1,1,2,4,0,1,0,0
11a8dab623b1b5a0,_ZN6thrust6detail6device4cuda6detail9fast_scan16inclusive_updateILj256ENS_10device_ptrIfEEfNS_4plusIfEEEEvT0_jjPT1_T2_,1001.95,1177,1,8,1,256,1,1,0,48,6,0,,2,16506,2,82403,0,4,768,49248,0,196992,0,49248,111,0
11a8dab623cc96a0,_Z18floor_array_kernelPf,1003.42,1183,1,8192,1,256,1,1,0,32,2,0,,2048,67584,2048,233503,0,4096,0,65536,0,262144,0,65536,91,163
11a8dab623e1c720,_Z19copy_indexes_kernel9particlesS_,6871.36,7047,1,8192,1,256,1,1,0,112,5,0,,2048,186680,61205,815338,0,4096,1048575,65536,2089348,7228,0,65536,377,135
11a8dab624537d40,_ZN6thrust6detail6device4cuda6detail23launch_closure_by_valueINS2_18for_each_n_closureINS_12zip_iteratorINS_5tupleINS_20permutation_iteratorINS6_INS7_INS_10device_ptrIfEESA_SA_SA_NS_9null_typeESB_SB_SB_SB_SB_EEEESA_EESD_SB_SB_SB_SB_SB_SB_SB_SB_EEEEjNS1_7generic6detail23unary_transform_functorINS_8identityINS7_IffffSB_SB_SB_SB_SB_SB_EEEEEEEEEEvT_,15475.8,15660,0.75,12,1,192,1,1,0,96,13,0,,3,245903,4,1131070,0,6,4194560,65540,0,1048640,0,65540,145314,1031
