# CUDA_PROFILE_LOG_VERSION 1.6
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff72ff3b809b8
# CUDA_DEVICE 0 Quadro FX 1700M
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,sm_cta_launched,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,tlb_hit,tlb_miss
11a888a9c48a8340,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6ENS_10device_ptrIfEES7_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISB_E4typeET3_,1830.24,2007,0.333,8,1,128,1,1,0,3664,27,0,,2,58214,688,398976,217335,4,4,65408,8,261632,0,65408,8,127
11a888a9c4a835c0,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6EPfS6_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISA_E4typeET3_,20.384,49,0.167,1,1,128,1,1,0,3664,27,0,,1,260,5,1174,0,0,0,0,0,0,0,0,0,0
11a888a9c4aa2c20,_ZN6thrust6detail6device4cuda6detail9fast_scan16inclusive_updateILj256ENS_10device_ptrIfEEfNS_4plusIfEEEEvT0_jjPT1_T2_,1001.66,1030,1,8,1,256,1,1,0,48,6,0,,2,32674,2,163340,0,4,768,49248,0,196992,0,49248,7,112
11a888a9c4bea060,_Z18floor_array_kernelPf,1001.86,1028,1,8192,1,256,1,1,0,32,2,0,,2048,67584,2048,233502,0,4096,0,65536,0,262144,0,65536,91,163
11a888a9c4cfee20,_Z21copy_particles_kernel9particlesS_,37854.2,37882,0.333,8192,1,256,1,1,0,112,22,0,,2048,166105,50790,8109123,0,4096,1048575,998376,12567840,778532,0,987761,4517,1661
11a888a9c7139a00,_Z18time_update_kernel9particlesff,4835.62,4864,0.667,8192,1,256,1,1,0,80,13,0,,2048,182272,2048,1527853,0,4096,0,327680,0,786432,0,327680,555,723
11a888a9c75f2380,_Z32apply_azimuth_observation_kernel9particles11observation,4179.23,4207,1,8192,1,256,1,1,0,96,7,0,,2048,198656,2048,1757236,0,4096,0,196608,0,262144,0,196608,334,432
11a888a9c7a5c140,memcpyHtoD,8.16,2,,,,,,,,,,0,4
11a888a9c7a61a00,_ZN6thrust6detail6device4cuda6detail13reduce_n_smemINS_10device_ptrIfEEfNS_4plusIfEEEEvT_jPT0_T1_,392.384,429,1,8,1,384,1,1,1536,48,10,0,,2,17582,4,118150,0,4,0,65544,8,0,0,65544,112,146
11a888a9c7adc060,_ZN6thrust6detail6device4cuda6detail13reduce_n_smemIPffNS_4plusIfEEEEvT_jPT0_T1_,14.016,42,0.042,1,1,32,1,1,128,48,10,0,,0,0,0,0,0,1,0,1,0,4,0,1,0,0
11a888a9c7af8e60,memcpyDtoH,4.672,30,,,,,,,,,,0,4
11a888a9c7b3ca20,_Z15multiply_kernelPff,1004.58,1032,1,8192,1,256,1,1,0,32,2,0,,2048,67584,2048,233502,0,4096,0,65536,0,262144,0,65536,91,163
11a888a9c7ca6ae0,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6ENS_10device_ptrIfEES7_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISB_E4typeET3_,1758.66,1790,0.333,8,1,128,1,1,0,3664,27,0,,2,58214,688,398983,219186,4,4,65408,8,261632,0,65408,8,127
11a888a9c7e70720,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6EPfS6_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISA_E4typeET3_,20.224,49,0.167,1,1,128,1,1,0,3664,27,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
