3957.289062	-9386.623047	1.995388	3.595345	0.000000
-16141.548828	7551.392578	3.090485	12.419071	0.000000
18286.234375	-6074.757812	0.639853	-6.928149	0.000000
-18657.210938	18254.179688	-9.575848	-6.532773	0.000000
8503.283203	3671.533203	13.687624	11.323826	0.000000
3632.630859	14449.941406	-8.528520	-7.482761	0.000000
-4082.397461	80.437500	-12.601322	-0.685647	0.000000
17361.882812	11909.876953	-11.184916	-10.244246	0.000001
-2515.734375	-13797.903320	-11.218826	6.167097	0.000001
618.564453	-14881.417969	-11.558656	1.697313	144.692245
15387.515625	-6066.671875	-2.750497	6.565279	144.692245
3082.720703	-14197.065430	-2.711811	8.583876	144.692245
15433.113281	6196.214844	-13.121319	-14.674337	144.692245
1652.320312	13501.566406	-10.665947	-14.016205	144.692245
12929.257812	7964.984375	6.462631	7.180544	144.692245
3276.292969	-15881.484375	-2.051628	-9.071627	144.692245
-3975.041016	12691.511719	-6.185517	6.216757	144.692245
-1625.691406	7692.771484	1.483171	-13.760684	144.692245
5448.054688	15636.902344	7.412449	-2.253979	144.692245
801.037109	8388.480469	-1.194238	-9.101135	144.692245
394.496094	128.599609	6.395651	-8.132256	144.702805
-10224.175781	-1129.019531	-3.900237	-14.145155	144.702866
-10280.024414	15073.425781	8.712999	-9.510534	144.702866
-14596.109375	-9401.155273	5.281559	-11.355736	372.235901
9214.626953	7945.439453	6.585566	-13.446700	372.235901
15149.761719	16714.089844	-5.034038	1.720407	372.235901
2477.851562	-15333.449219	-11.070648	11.910593	372.235901
18121.031250	13162.523438	2.032101	-13.688656	372.235901
-13243.026367	9130.830078	5.768408	-13.627554	372.235901
14477.261719	4412.091797	2.094355	-7.539503	372.235901
19836.644531	12698.029297	4.340553	13.496010	372.235901
19111.792969	9676.789062	-2.921673	-13.365602	372.235901
8139.732422	-14095.594727	-2.379742	-9.765522	372.235901
8388.597656	-19078.736328	5.702848	4.084740	372.235901
-2871.361328	12779.613281	-14.575403	6.619341	372.235901
6364.156250	10242.363281	-1.382670	11.479692	372.235901
-1944.103516	-6790.816406	7.270227	-2.263858	372.235901
-16309.088867	17018.710938	-3.820253	12.663691	372.235901
-3991.868164	15723.753906	-1.670153	-2.958835	372.235901
17634.214844	1940.634766	-1.715338	4.701849	554.657959
-18913.359375	-17915.072266	-9.776600	13.822702	554.657959
-2160.210938	19673.019531	12.112455	-11.075251	554.657959
44.697266	-12108.236328	-4.746532	-9.780343	554.657959
16029.644531	3411.060547	-7.403763	6.856756	554.657959
-9243.238281	-13820.591797	-14.679332	-6.647138	554.657959
7054.375000	-9179.702148	6.680592	-3.127618	554.657959
-9553.355469	7590.869141	-1.095384	-11.880624	554.657959
-18048.119141	-7956.238281	9.074148	-13.789595	554.657959
-1197.244141	-10141.393555	3.077295	-4.959674	755.563965
-12271.148438	13544.820312	-9.820168	2.291199	755.563965
-16831.388672	19899.828125	6.118246	-3.913363	872.024048
-2495.404297	17165.476562	-8.571968	4.189093	872.024048
16131.011719	-15893.488281	5.925526	1.795374	872.024048
-1242.787109	-11167.198242	-10.869236	-1.546653	872.024048
12668.828125	-11994.216797	6.143442	12.930403	872.024048
8133.074219	-15123.003906	-7.954043	-12.832728	872.024048
-19528.222656	17880.960938	-7.782000	-6.068258	872.024048
1519.970703	-7434.194336	0.001323	6.248638	872.024048
18011.199219	3778.091797	-1.970561	-13.851806	872.023987
-15844.798828	14567.988281	13.676229	9.079567	872.023987
19687.429688	-12314.663086	1.849924	9.913946	872.024109
